Moscow Maps 2.0
00
Lian/obstacleposition=0.2	max_angle	TL	22.40983391	24.4866848	23.96249008	24.8515892	47.92498016	TL	21.80140686	22.40983391	TL	26.83525985
Lian/obstacleposition=0.2	dliantime	TL	3.244228	10.953776	1.74013	1.267089	11.352805	TL	1.134078	1.072075	TL	4.394883
Lian/obstacleposition=0.2	sumtime	TL	2.025148	5.045358	1.270092	0.720039	5.405395	TL	0.628043	0.169019	TL	2.180442
Lian/obstacleposition=0.4	numberofsteps	TL	TL	TL	93396	59350	180125	70434	56501	46277	TL	84347.16667
Lian/obstacleposition=0.4	memory	TL	TL	TL	125695	77111	213872	97405	78832	68732	TL	110274.5
Lian/obstacleposition=0.4	pathlength	TL	TL	TL	446.65735	454.25742	471.24289	478.35742	486.15665	427.0643	TL	460.6226717
Lian/obstacleposition=0.4	max_angle	TL	TL	TL	24.4866848	24.8515892	24.8515892	22.3801403	21.80140686	22.61986542	TL	23.49854596
Lian/obstacleposition=0.4	dliantime	TL	TL	TL	4.205298	0.983065	8.066579	0.922064	0.885062	0.565039	TL	2.604517833
Lian/obstacleposition=0.4	sumtime	TL	TL	TL	1.436102	0.919067	5.067359	1.363091	0.815057	0.253017	TL	1.642282167
Lian/obstacleposition=0.6	numberofsteps	TL	63990	246778	45913	64930	197952	71468	54365	29390	347433	124691
Lian/obstacleposition=0.6	memory	TL	80674	304909	70198	89545	257110	101443	77598	43866	415906	160138.7778
Lian/obstacleposition=0.6	pathlength	TL	478.63373	469.47018	446.65735	455.93607	474.427	478.22998	486.15665	425.60037	490.32364	467.2705522
Lian/obstacleposition=0.6	max_angle	TL	17.02051926	23.19858742	29.67307854	23.96249008	24.8515892	22.61986542	21.80140686	22.61986542	24.8515892	23.39988793
Lian/obstacleposition=0.6	dliantime	TL	0.871068	5.660396	2.281167	0.793058	7.10151	0.782056	0.510037	0.37002	20.905475	4.363865222
Lian/obstacleposition=0.6	sumtime	TL	1.053068	4.80434	1.583106	1.135088	7.804553	1.306091	0.807057	0.214021	23.537669	4.693888111
Lian/obstacleposition=0.8	numberofsteps	TL	TL	233165	52721	65141	141884	63336	57252	20478	339232	121651.125
Lian/obstacleposition=0.8	memory	TL	TL	295941	83030	93680	189238	90463	81083	32053	417401	160361.125
Lian/obstacleposition=0.8	pathlength	TL	TL	469.47018	447.30902	454.6535	470.72815	477.37131	486.36945	424.52655	490.32364	465.093975
Lian/obstacleposition=0.8	max_angle	TL	TL	23.19858742	24.4866848	23.96249008	23.96249008	22.61986542	22.61986542	22.61986542	24.8515892	23.54017973
Lian/obstacleposition=0.8	dliantime	TL	TL	5.322383	1.238088	0.804064	4.215305	0.677045	0.535031	0.245011	18.61032	3.955905875
Lian/obstacleposition=0.8	sumtime	TL	TL	6.038429	1.717126	1.199079	6.514455	1.203088	0.961062	0.205009	25.202791	5.380129875
09
		4770067	4770068	4770069	4770070	4770071	4770072	4770073	4770074	4770075	4770076
Lian/obstacleposition=0.2	numberofsteps	118085	1494973	261300	207361	TL	965385	11624	197699	354929	274258	431734.8889
Lian/obstacleposition=0.2	memory	147213	1424913	245601	196805	TL	965536	17758	213385	320248	222872	417147.8889
Lian/obstacleposition=0.2	pathlength	467.82745	559.5954	615.79095	450.14557	TL	520.4173	428.29602	471.6348	489.83026	535.64551	504.3536956
Lian/obstacleposition=0.2	max_angle	24.4866848	24.8515892	24.8515892	23.96249008	TL	24.8515892	11.42116547	23.96249008	23.96249008	24.4866848	22.98186366
Lian/obstacleposition=0.2	dliantime	1.491106	147.484456	6.594474	5.936421	TL	69.714943	0.149004	15.831116	11.35581	9.433682	29.77677911
Lian/obstacleposition=0.2	sumtime	0.574043	37.394643	4.79634	3.074211	TL	35.894556	0.067005	7.578538	8.261587	4.002285	11.29368978
Lian/obstacleposition=0.4	numberofsteps	76247	488713	230869	184274	TL	1175044	12291	169031	293060	254532	320451.2222
Lian/obstacleposition=0.4	memory	98519	500734	233651	210639	TL	1155652	20137	234094	292687	244085	332244.2222
Lian/obstacleposition=0.4	pathlength	463.83859	496.74734	589.64978	448.15744	TL	542.34991	427.63361	470.66675	489.83026	519.61572	494.2766
Lian/obstacleposition=0.4	max_angle	22.40983391	24.4866848	24.8515892	23.96249008	TL	24.8515892	21.80140686	23.3440094	23.96249008	24.4866848	23.79519759
Lian/obstacleposition=0.4	dliantime	0.909064	38.45972	5.705405	5.949428	TL	83.454911	0.122004	11.509821	10.105722	10.540752	18.52853633
Lian/obstacleposition=0.4	sumtime	0.507042	40.135844	3.655256	2.76619	TL	31.092206	0.102013	7.304516	8.133577	6.966492	11.18479289
Lian/obstacleposition=0.6	numberofsteps	69830	308808	TL	277257	380190	464022	7221	174520	309345	161311	239167.1111
Lian/obstacleposition=0.6	memory	96426	371974	TL	355181	482690	551434	12599	244313	372659	203047	298924.7778
Lian/obstacleposition=0.6	pathlength	463.83859	489.08826	TL	459.49371	480.3757	500.82135	426.0253	473.6235	495.55701	518.63574	478.6065733
Lian/obstacleposition=0.6	max_angle	22.40983391	23.3440094	TL	24.8515892	24.4866848	24.4866848	17.02051926	34.76519775	24.4866848	24.4866848	24.48198764
Lian/obstacleposition=0.6	dliantime	0.905058	27.464952	TL	12.719902	22.075566	35.992547	0.074005	10.668757	12.305867	5.791415	14.22200767
Lian/obstacleposition=0.6	sumtime	0.664041	40.212849	TL	13.376942	24.169713	31.294213	0.062004	31.64925	9.340662	7.493531	17.58480056
Lian/obstacleposition=0.8	numberofsteps	39349	292539	149380	109169	456288	425312	5874	197256	213633	163499	205229.9
Lian/obstacleposition=0.8	memory	55803	370672	202061	153154	575825	522925	10985	278002	272868	225195	266749
Lian/obstacleposition=0.8	pathlength	460.78778	489.08826	584.76648	445.35748	483.96796	501.10907	425.63193	474.80399	490.22864	519.50104	487.524263
Lian/obstacleposition=0.8	max_angle	22.40983391	23.3440094	24.8515892	24.4866848	24.4866848	22.40983391	17.02051926	24.8515892	23.96249008	24.4866848	23.23099194
Lian/obstacleposition=0.8	dliantime	0.302024	24.735756	5.415389	4.181302	29.81412	22.462591	0.069005	13.270941	7.065508	5.926421	11.3243057
Lian/obstacleposition=0.8	sumtime	0.483038	40.175854	4.622325	6.599469	32.539304	39.698812	0.054015	16.123133	9.776698	9.489662	15.956231
10
		4770267	4770268	4770269	4770270	4770271	4770272	4770273	4770274	4770275	4770276
Lian/obstacleposition=0.2	numberofsteps	3549	65686	TL	TL	2351364	TL	206561	245232	189259	TL	510275.1667
Lian/obstacleposition=0.2	memory	6040	74358	TL	TL	2128683	TL	191681	210854	184371	TL	465997.8333
Lian/obstacleposition=0.2	pathlength	458.89758	443.31152	TL	TL	612.9126	TL	681.83569	471.78851	492.49979	TL	526.8742817
Lian/obstacleposition=0.2	max_angle	5.71057272	24.8515892	TL	TL	24.8515892	TL	24.8515892	23.96249008	23.96249008	TL	21.36505342
Lian/obstacleposition=0.2	dliantime	0.05901	3.008213	TL	TL	173.163277	TL	4.432315	7.742556	5.804419	TL	32.36829833
Lian/obstacleposition=0.2	sumtime	0.025002	1.614119	TL	TL	107.079597	TL	2.418178	4.680334	3.912276	TL	19.95491767
Lian/obstacleposition=0.4	numberofsteps	28773	90343	218223	TL	1134036	668074	159774	TL	143796	TL	349002.7143
Lian/obstacleposition=0.4	memory	45315	129651	231691	TL	1229507	760796	181648	TL	144079	TL	388955.2857
Lian/obstacleposition=0.4	pathlength	463.51514	445.71991	448.67535	TL	569.44092	503.20044	665.43347	TL	488.53223	TL	512.0739229
Lian/obstacleposition=0.4	max_angle	24.4866848	24.8515892	23.96249008	TL	24.8515892	24.8515892	24.8515892	TL	18.25189018	TL	23.7296317
Lian/obstacleposition=0.4	dliantime	0.483034	4.154301	16.270153	TL	88.606286	45.234212	5.124357	TL	6.787477	TL	23.80854571
Lian/obstacleposition=0.4	sumtime	0.449039	1.564105	10.623752	TL	107.36161	30.59117	3.191221	TL	3.677268	TL	22.49402357
Lian/obstacleposition=0.6	numberofsteps	37962	74112	210955	TL	1089347	388701	114145	119743	TL	TL	290709.2857
Lian/obstacleposition=0.6	memory	58122	111788	231391	TL	1271311	477059	156018	156040	TL	TL	351675.5714
Lian/obstacleposition=0.6	pathlength	463.64755	444.89438	448.57559	TL	569.44092	468.79462	664.07458	467.13892	TL	TL	503.7952229
Lian/obstacleposition=0.6	max_angle	22.40983391	24.8515892	23.96249008	TL	24.8515892	24.4866848	24.8515892	23.96249008	TL	TL	24.1966095
Lian/obstacleposition=0.6	dliantime	0.759054	2.329171	16.450167	TL	94.587705	17.812263	3.110224	3.234235	TL	TL	19.75468843
Lian/obstacleposition=0.6	sumtime	0.732058	2.748189	11.868848	TL	145.071792	31.798261	3.251236	5.162358	TL	TL	28.66182029
Lian/obstacleposition=0.8	numberofsteps	9628	147331	174135	TL	761949	705777	120945	130308	107217	TL	269661.25
Lian/obstacleposition=0.8	memory	18027	206128	229415	TL	914280	814254	170184	172565	146282	TL	333891.875
Lian/obstacleposition=0.8	pathlength	460.40912	448.0025	449.53571	TL	549.90143	509.26315	663.86725	467.98148	489.51669	TL	504.8096663
Lian/obstacleposition=0.8	max_angle	16.69924736	24.8515892	24.8515892	TL	24.8515892	24.8515892	24.8515892	24.8515892	18.25189018	TL	23.0075841
Lian/obstacleposition=0.8	dliantime	0.13601	6.465459	14.948059	TL	59.514768	49.115482	2.542179	3.48924	7.558535	TL	17.9712165
Lian/obstacleposition=0.8	sumtime	0.129004	6.913503	11.991844	TL	111.265437	64.510562	3.853263	6.400455	5.297381	TL	26.29518113
11
		4770467	4770468	4770469	4770470	4770471	4770472	4770473	4770474	4770475	4770476
Lian/obstacleposition=0.2	numberofsteps	TL	296540	153753	146676	5382	45959	549802	562741	TL	538630	287435.375
Lian/obstacleposition=0.2	memory	TL	269016	177946	195376	12012	55071	474646	524159	TL	522140	278795.75
Lian/obstacleposition=0.2	pathlength	TL	479.75562	477.38934	507.72305	420.92804	503.95618	500.47003	537.93988	TL	518.12537	493.2859388
Lian/obstacleposition=0.2	max_angle	TL	24.8515892	16.69924736	24.4866848	11.42116547	40.3645401	40.3645401	24.8515892	TL	24.4866848	25.94075513
Lian/obstacleposition=0.2	dliantime	TL	7.176511	2.621191	2.486175	0.089	0.948072	21.577526	20.983488	TL	15.830128	8.964011375
Lian/obstacleposition=0.2	sumtime	TL	4.617327	1.579118	2.437178	0.046997	0.597037	18.467306	11.824851	TL	6.43345	5.750408
Lian/obstacleposition=0.4	numberofsteps	615396	205863	TL	6235	4949	TL	TL	233486	TL	385021	241825
Lian/obstacleposition=0.4	memory	742450	244033	TL	9575	11437	TL	TL	278402	TL	392784	279780.1667
Lian/obstacleposition=0.4	pathlength	485.4306	474.2894	TL	484.71335	420.92804	TL	TL	516.69348	TL	506.83099	481.4809767
Lian/obstacleposition=0.4	max_angle	23.96249008	24.4866848	TL	24.4866848	11.42116547	TL	TL	24.4866848	TL	22.61986542	21.91059589
Lian/obstacleposition=0.4	dliantime	57.817104	5.13937	TL	0.093008	0.093001	TL	TL	8.010573	TL	9.102645	13.37595017
Lian/obstacleposition=0.4	sumtime	52.016682	5.670407	TL	0.038009	0.059012	TL	TL	12.792899	TL	6.323445	12.81674233
Lian/obstacleposition=0.6	numberofsteps	411166	204036	TL	6494	4360	37311	427772	224130	TL	403988	214907.125
Lian/obstacleposition=0.6	memory	518486	251874	TL	11122	10461	58454	486101	277665	TL	451544	258213.375
Lian/obstacleposition=0.6	pathlength	469.55722	474.2894	TL	483.68887	420.91254	501.09491	517.6839	516.69348	TL	524.25122	488.5214425
Lian/obstacleposition=0.6	max_angle	23.96249008	24.4866848	TL	24.4866848	17.02051926	23.3440094	24.4866848	24.4866848	TL	24.8515892	23.39066839
Lian/obstacleposition=0.6	dliantime	31.085205	5.07736	TL	0.072004	0.087	1.265091	14.488033	8.151578	TL	8.012568	8.529854875
Lian/obstacleposition=0.6	sumtime	44.105132	7.298517	TL	0.041003	0.066001	0.915059	22.912625	14.081003	TL	6.57347	11.99910125
Lian/obstacleposition=0.8	numberofsteps	312026	166022	TL	7803	4143	61739	380762	214285	28142	272796	160857.5556
Lian/obstacleposition=0.8	memory	411161	214309	TL	13631	9945	94972	442391	270597	45942	315889	202093
Lian/obstacleposition=0.8	pathlength	462.39444	467.26932	TL	483.60532	420.91248	502.40475	503.55362	515.77863	482.18933	504.72916	482.53745
Lian/obstacleposition=0.8	max_angle	24.4866848	23.3440094	TL	24.4866848	11.30993366	23.3440094	24.8515892	23.3440094	16.09080696	22.40983391	21.51861795
Lian/obstacleposition=0.8	dliantime	21.329513	3.676261	TL	0.085007	0.053	1.900128	12.825912	6.532457	0.327016	4.694333	5.713736333
Lian/obstacleposition=0.8	sumtime	40.790899	6.054418	TL	0.056992	0.062006	2.11015	21.170507	13.162926	0.524031	7.710548	10.18249744
12
		4770674	4770675	4770676	4770677	4770678	4770679	4770680	4770681	4770682	4770683
Lian/obstacleposition=0.2	numberofsteps	41554	TL	TL	373771	92424	1011640	202507	1389016	169708	TL	468660
Lian/obstacleposition=0.2	memory	52401	TL	TL	322441	92764	942046	225334	1158273	170622	TL	423411.5714
Lian/obstacleposition=0.2	pathlength	488.40259	TL	TL	500.43036	555.94098	490.49762	442.15396	582.11737	462.65918	TL	503.1717229
Lian/obstacleposition=0.2	max_angle	22.40983391	TL	TL	40.3645401	24.8515892	24.4866848	24.8515892	24.4866848	22.61986542	TL	26.29582678
Lian/obstacleposition=0.2	dliantime	0.489041	TL	TL	7.477529	1.002077	56.966037	7.363523	83.944953	3.515254	TL	22.96548771
Lian/obstacleposition=0.2	sumtime	0.232015	TL	TL	8.089578	0.453027	22.71861	8.961646	72.694155	1.817122	TL	16.42373614
Lian/obstacleposition=0.4	numberofsteps	35504	TL	TL	310864	76688	429293	223370	1098138	175407	379333	341074.625
Lian/obstacleposition=0.4	memory	44903	TL	TL	319560	93604	497118	272132	1054996	186881	415928	360640.25
Lian/obstacleposition=0.4	pathlength	484.07837	TL	TL	500.5314	484.06781	470.02658	449.63281	579.07379	462.65918	487.54306	489.701625
Lian/obstacleposition=0.4	max_angle	22.61986542	TL	TL	23.96249008	24.4866848	22.61986542	23.3440094	24.8515892	22.61986542	24.8515892	23.66949487
Lian/obstacleposition=0.4	dliantime	0.524037	TL	TL	7.362521	0.857055	21.243505	9.000638	70.242979	3.358242	9.201647	15.223828
Lian/obstacleposition=0.4	sumtime	0.186017	TL	TL	8.457603	0.610048	26.254861	10.754749	77.401495	3.05021	3.718259	16.30415525
Lian/obstacleposition=0.6	numberofsteps	40867	140525	TL	274743	61502	412178	176290	957272	TL	315745	297390.25
Lian/obstacleposition=0.6	memory	55719	190638	TL	314025	83618	493687	226849	967060	TL	373354	338118.75
Lian/obstacleposition=0.6	pathlength	486.10291	472.62515	TL	504.2326	482.99741	469.34494	442.57678	573.56244	TL	483.44614	489.3610463
Lian/obstacleposition=0.6	max_angle	22.61986542	23.96249008	TL	24.4866848	24.4866848	24.14553261	24.4866848	60.83238602	TL	24.8515892	28.73398972
Lian/obstacleposition=0.6	dliantime	0.434031	6.918492	TL	5.157359	0.665047	18.521313	5.835408	64.044539	TL	6.993494	13.57121038
Lian/obstacleposition=0.6	sumtime	0.418035	7.574545	TL	9.222648	0.68506	25.064778	8.527598	80.740724	TL	3.411239	16.95557838
Lian/obstacleposition=0.8	numberofsteps	25126	204242	574206	258969	54710	408631	143193	739379	78203	172834	265949.3
Lian/obstacleposition=0.8	memory	36343	272148	676401	306384	75077	491043	191079	839371	109169	227285	322430
Lian/obstacleposition=0.8	pathlength	482.83044	476.88379	563.57318	499.35571	481.52167	470.02658	437.82166	568.93127	456.14761	472.44907	490.954098
Lian/obstacleposition=0.8	max_angle	22.61986542	23.96249008	24.4866848	23.96249008	24.4866848	22.61986542	24.4866848	24.8515892	22.61986542	22.40983391	23.65060539
Lian/obstacleposition=0.8	dliantime	0.218017	9.781692	28.590027	4.90635	0.409024	16.415164	4.044287	54.23684	1.307093	2.919207	12.2827701
Lian/obstacleposition=0.8	sumtime	0.288019	11.39182	48.377424	8.876636	0.633046	27.899988	6.831491	78.825583	2.12814	4.374311	18.9626458
13
		4770867	4770868	4770869	4770870	4770871	4770872	4770873	4770874	4770875	4770876
Lian/obstacleposition=0.2	numberofsteps	299415	25893	155577	34820	217737	6648	144701	4144	40000	145000	107393.5
Lian/obstacleposition=0.2	memory	377635	39643	186798	42535	216827	10933	194985	9518	59975	156480	129532.9
Lian/obstacleposition=0.2	pathlength	447.38751	424.55969	515.55841	445.04999	471.84433	431.20438	506.27368	425.89691	446.07358	482.77496	459.662344
Lian/obstacleposition=0.2	max_angle	24.4866848	20.85445213	24.8515892	24.8515892	22.40983391	24.4866848	22.61986542	24.8515892	24.8515892	23.96249008	23.8226368
Lian/obstacleposition=0.2	dliantime	11.482821	0.335018	3.806269	0.543039	10.133717	0.086007	3.084225	0.048004	0.481035	4.026286	3.4026421
Lian/obstacleposition=0.2	sumtime	5.236379	0.233012	3.317234	0.216027	11.018781	0.041001	1.514107	0.021001	0.392033	3.429247	2.5418822
Lian/obstacleposition=0.4	numberofsteps	286078	26783	56569	27462	207863	5097	TL	3063	23267	119441	83958.11111
Lian/obstacleposition=0.4	memory	374381	42029	69659	45075	279996	7862	TL	6932	33921	137200	110783.8889
Lian/obstacleposition=0.4	pathlength	448.03427	424.55969	491.20627	439.92361	476.70584	428.35764	TL	417.17392	421.26703	481.57632	447.6449544
Lian/obstacleposition=0.4	max_angle	24.4866848	20.85445213	22.40983391	34.76519775	23.96249008	22.3801403	TL	22.40983391	24.4866848	24.4866848	24.47133361
Lian/obstacleposition=0.4	dliantime	10.294729	0.342024	2.786196	0.433037	11.966849	0.047003	TL	0.055996	0.448027	4.231295	3.400572889
Lian/obstacleposition=0.4	sumtime	4.321306	0.30702	0.838058	0.696049	13.286943	0.038013	TL	0.033002	0.192009	3.03422	2.527402222
Lian/obstacleposition=0.6	numberofsteps	173346	17006	48046	28960	229942	6081	145088	5426	11744	TL	73959.88889
Lian/obstacleposition=0.6	memory	247631	26925	66185	48785	312043	10046	202976	12181	20747	TL	105279.8889
Lian/obstacleposition=0.6	pathlength	444.81012	422.82462	489.50156	438.01459	477.87491	428.50204	502.0838	417.3663	417.12054	TL	448.6776089
Lian/obstacleposition=0.6	max_angle	24.4866848	21.80140686	23.96249008	23.3440094	23.96249008	22.3801403	22.40983391	22.40983391	23.96249008	TL	23.19104216
Lian/obstacleposition=0.6	dliantime	5.760415	0.220015	2.766191	0.819052	13.366954	0.064005	3.752273	0.087005	0.379022	TL	3.023881333
Lian/obstacleposition=0.6	sumtime	4.484318	0.119012	0.871054	0.564041	16.239145	0.058004	1.673112	0.077011	0.198009	TL	2.698189556
Lian/obstacleposition=0.8	numberofsteps	186068	171829	43098	43290	120824	6815	669104	83438	28877	161329	151467.2
Lian/obstacleposition=0.8	memory	264944	240905	65469	72359	176886	11437	762664	126859	46796	217558	198587.7
Lian/obstacleposition=0.8	pathlength	445.30496	432.77985	490.42572	439.45776	472.27094	428.45731	543.11627	422.4444	418.45184	485.75586	457.846491
Lian/obstacleposition=0.8	max_angle	22.61986542	22.3801403	22.61986542	23.96249008	23.96249008	22.3801403	24.4866848	22.40983391	23.96249008	23.96249008	23.27464905
Lian/obstacleposition=0.8	dliantime	5.976418	5.481388	1.999141	1.556111	4.969347	0.052004	41.62095	3.57826	0.792057	7.007502	7.3033178
Lian/obstacleposition=0.8	sumtime	8.010574	5.599385	1.592106	1.386099	8.130585	0.052999	27.326943	3.629251	0.634046	6.632468	6.2994456
14
		4771067	4771068	4771069	4771070	4771071	4771072	4771073	4771074	4771075	4771076
Lian/obstacleposition=0.2	numberofsteps	112110	172417	TL	TL	183201	265365	710343	77050	TL	4329	217830.7143
Lian/obstacleposition=0.2	memory	122507	165328	TL	TL	219296	271838	619118	94248	TL	7169	214214.8571
Lian/obstacleposition=0.2	pathlength	469.96112	482.90634	TL	TL	472.95499	513.32062	441.82425	466.91095	TL	443.67731	470.2222257
Lian/obstacleposition=0.2	max_angle	22.61986542	24.8515892	TL	TL	22.3801403	24.8515892	24.8515892	23.96249008	TL	16.69924736	22.88807297
Lian/obstacleposition=0.2	dliantime	4.534322	3.511255	TL	TL	4.829755	6.704198	51.905412	1.36909	TL	0.071005	10.41786243
Lian/obstacleposition=0.2	sumtime	1.497118	3.515247	TL	TL	2.994047	6.143708	44.691917	1.544116	TL	0.018002	8.629165
Lian/obstacleposition=0.4	numberofsteps	96261	140857	TL	TL	161147	111761	TL	97306	TL	3590	101820.3333
Lian/obstacleposition=0.4	memory	124760	166952	TL	TL	200961	131978	TL	121168	TL	6195	125335.6667
Lian/obstacleposition=0.4	pathlength	472.59406	487.42206	TL	TL	472.95499	495.1673	TL	465.93228	TL	443.67731	472.958
Lian/obstacleposition=0.4	max_angle	23.96249008	24.8515892	TL	TL	22.3801403	24.4866848	TL	24.8515892	TL	16.69924736	22.87195683
Lian/obstacleposition=0.4	dliantime	3.235229	2.455181	TL	TL	4.145473	1.439015	TL	1.595113	TL	0.068005	2.156336
Lian/obstacleposition=0.4	sumtime	1.927144	2.937212	TL	TL	3.502289	1.166008	TL	2.096158	TL	0.019001	1.941302
Lian/obstacleposition=0.6	numberofsteps	62927	136511	TL	TL	TL	109650	500932	60894	7384	2656	125850.5714
Lian/obstacleposition=0.6	memory	93690	167864	TL	TL	TL	131894	561209	80910	12595	5160	150474.5714
Lian/obstacleposition=0.6	pathlength	470.16266	487.42206	TL	TL	TL	495.1673	441.0954	466.13028	426.28098	443.37805	461.3766757
Lian/obstacleposition=0.6	max_angle	23.96249008	24.8515892	TL	TL	TL	24.4866848	24.8515892	24.8515892	22.3801403	11.30993366	22.38485949
Lian/obstacleposition=0.6	dliantime	2.205156	2.460174	TL	TL	TL	1.562033	58.224131	1.223092	0.104008	0.035002	9.401942286
Lian/obstacleposition=0.6	sumtime	2.188162	3.006219	TL	TL	TL	1.136031	39.416794	1.649125	0.080018	0.01899	6.785048429
Lian/obstacleposition=0.8	numberofsteps	TL	130801	306237	TL	121467	99995	375291	218806	133992	3478	173758.375
Lian/obstacleposition=0.8	memory	TL	167073	385876	TL	173123	126031	480964	278734	192305	6245	226293.875
Lian/obstacleposition=0.8	pathlength	TL	487.35403	506.20636	TL	472.95499	493.98941	437.27264	481.88675	435.39786	443.77411	469.8545188
Lian/obstacleposition=0.8	max_angle	TL	24.8515892	24.8515892	TL	22.3801403	23.96249008	24.8515892	24.8515892	24.8515892	11.30993366	22.73881376
Lian/obstacleposition=0.8	dliantime	TL	2.445167	28.511021	TL	2.514212	1.480047	40.780891	7.088509	3.064224	0.035007	10.73988475
Lian/obstacleposition=0.8	sumtime	TL	3.318235	31.174208	TL	3.53	1.673053	49.888536	7.453523	3.051211	0.03	12.51484575
15
		4771267	4771268	4771269	4771270	4771271	4771272	4771273	4771274	4771275	4771276
Lian/obstacleposition=0.2	numberofsteps	748924	TL	TL	117491	166218	268210	TL	539557	111540	554563	358071.8571
Lian/obstacleposition=0.2	memory	654932	TL	TL	114910	192870	248954	TL	631420	155158	501519	357109
Lian/obstacleposition=0.2	pathlength	506.39966	TL	TL	465.35248	457.06723	478.81204	TL	465.87061	468.97919	436.62634	468.4439357
